ID,Category,Artist,Title,Year,Image URL,Painting Info URL,Artist Info URL,Year_Group
577286cdedc2cb3880056d93,Abstract Art,Victor Servranckx,Red Rotation,1922,https://uploads5.wikiart.org/images/victor-servranckx/red-rotation-1922.jpg,https://www.wikiart.org/en/victor-servranckx/red-rotation-1922,https://www.wikiart.org/en/victor-servranckx,"[1900, 1950)"
577284fbedc2cb3880ffab14,Neo-Expressionism,Corneille,Planets,1974,https://uploads1.wikiart.org/images/corneille/planets-1974.jpg,https://www.wikiart.org/en/corneille/planets-1974,https://www.wikiart.org/en/corneille,"[1950, 2000)"
577287afedc2cb388007fc5b,Minimalism,Antonio Calderara,Spazio Luce,1961,https://uploads4.wikiart.org/images/antonio-calderara/spazio-luce-1961.jpg,https://www.wikiart.org/en/antonio-calderara/spazio-luce-1961,https://www.wikiart.org/en/antonio-calderara,"[1950, 2000)"
5772819cedc2cb3880f501c7,Surrealism,Eileen Agar,The Reaper,1938,https://uploads6.wikiart.org/images/eileen-agar/the-reaper-1938.jpg,https://www.wikiart.org/en/eileen-agar/the-reaper-1938,https://www.wikiart.org/en/eileen-agar,"[1900, 1950)"
577286a6edc2cb388004df04,Minimalism,Lynda Benglis,Corner Piece,1969,https://uploads1.wikiart.org/images/lynda-benglis/corner-piece-1969.jpg,https://www.wikiart.org/en/lynda-benglis/corner-piece-1969,https://www.wikiart.org/en/lynda-benglis,"[1950, 2000)"
57727fe2edc2cb3880ef5ab8,Color Field Painting,Alma Woodsey Thomas,Atmospheric Effects I,1970,https://uploads7.wikiart.org/images/alma-woodsey-thomas/atmospheric-effects-i-1970.jpg,https://www.wikiart.org/en/alma-woodsey-thomas/atmospheric-effects-i-1970,https://www.wikiart.org/en/alma-woodsey-thomas,"[1950, 2000)"
57726f48edc2cb3880ba012f,Romanticism,Francisco Goya,Charles IV of Spain and his family,1800,https://uploads6.wikiart.org/images/francisco-goya/charles-iv-of-spain-and-his-family-1800.jpg,https://www.wikiart.org/en/francisco-goya/charles-iv-of-spain-and-his-family-1800,https://www.wikiart.org/en/francisco-goya,"[1800, 1850)"
577271d3edc2cb3880c2e4cf,Romanticism,Orest Kiprensky,Portrait of Alexander Pushkin,1827,https://uploads2.wikiart.org/images/orest-kiprensky/portrait-of-alexander-pushkin-1827.jpg,https://www.wikiart.org/en/orest-kiprensky/portrait-of-alexander-pushkin-1827,https://www.wikiart.org/en/orest-kiprensky,"[1800, 1850)"
5772842cedc2cb3880fd1c07,Art Informel,Willi Baumeister,Monturi with Red and Blue,1953,https://uploads8.wikiart.org/images/willi-baumeister/monturi-with-red-and-blue-1953.jpg,https://www.wikiart.org/en/willi-baumeister/monturi-with-red-and-blue-1953,https://www.wikiart.org/en/willi-baumeister,"[1950, 2000)"
57727ffeedc2cb3880efda19,Expressionism,Tivadar Kosztka Csontvary,Teacher in Morocco,1908,https://uploads1.wikiart.org/images/tivadar-kosztka-csontvary/teacher-in-morocco-1908.jpg,https://www.wikiart.org/en/tivadar-kosztka-csontvary/teacher-in-morocco-1908,https://www.wikiart.org/en/tivadar-kosztka-csontvary,"[1900, 1950)"
577283d7edc2cb3880fbee6c,Abstract Expressionism,Marcel Barbeau,Virgin Forest,1948,https://uploads3.wikiart.org/images/marcel-barbeau/virgin-forest-1948.jpg,https://www.wikiart.org/en/marcel-barbeau/virgin-forest-1948,https://www.wikiart.org/en/marcel-barbeau,"[1900, 1950)"
57728228edc2cb3880f6c6a5,Post-Impressionism,Janos Tornyai,Wheatland with Woman of Shawl,1912,https://uploads0.wikiart.org/images/janos-tornyai/wheatland-with-woman-of-shawl-1912.jpg,https://www.wikiart.org/en/janos-tornyai/wheatland-with-woman-of-shawl-1912,https://www.wikiart.org/en/janos-tornyai,"[1900, 1950)"
577284e2edc2cb3880ff2f1e,Neo-Expressionism,Manuel Neri,Figure with Legs Crossed,1991,https://uploads2.wikiart.org/images/manuel-neri/figure-with-legs-crossed-1991.jpg,https://www.wikiart.org/en/manuel-neri/figure-with-legs-crossed-1991,https://www.wikiart.org/en/manuel-neri,"[1950, 2000)"
577283d0edc2cb3880fbe34c,Abstract Expressionism,Jock Macdonald,From a Riviera Window,1955,https://uploads2.wikiart.org/images/jock-macdonald/from-a-riviera-window-1955.jpg,https://www.wikiart.org/en/jock-macdonald/from-a-riviera-window-1955,https://www.wikiart.org/en/jock-macdonald,"[1950, 2000)"
5772812dedc2cb3880f3ad4d,Cubism,Louis Marcoussis,La Table,1927,https://uploads0.wikiart.org/images/louis-marcoussis/la-table-1927.jpg,https://www.wikiart.org/en/louis-marcoussis/la-table-1927,https://www.wikiart.org/en/louis-marcoussis,"[1900, 1950)"
57727cd1edc2cb3880e5de05,Impressionism,Max Liebermann,Woman and Her Goats in the Dunes,1890,https://uploads1.wikiart.org/images/max-liebermann/woman-with-goats.jpg,https://www.wikiart.org/en/max-liebermann/woman-with-goats,https://www.wikiart.org/en/max-liebermann,"[1850, 1900)"
577280f3edc2cb3880f30270,Neo-Expressionism,Nyoman Masriadi,Save the Land,1998,https://uploads4.wikiart.org/images/nyoman-masriadi/save-the-land-1998.jpg,https://www.wikiart.org/en/nyoman-masriadi/save-the-land-1998,https://www.wikiart.org/en/nyoman-masriadi,"[1950, 2000)"
577287c8edc2cb388008244b,Neo-Expressionism,Nathan Oliveira,Golden Head,1986,https://uploads2.wikiart.org/images/nathan-oliveira/golden-head-1986.jpg,https://www.wikiart.org/en/nathan-oliveira/golden-head-1986,https://www.wikiart.org/en/nathan-oliveira,"[1950, 2000)"
5772857fedc2cb38800120d4,Romanticism,John Hoppner,Mary Robinson as Perdita,1782,https://uploads3.wikiart.org/images/john-hoppner/mary-robinson-as-perdita-1782.jpg,https://www.wikiart.org/en/john-hoppner/mary-robinson-as-perdita-1782,https://www.wikiart.org/en/john-hoppner,
57727b73edc2cb3880e18b92,Realism,Fyodor Vasilyev,Rye,1870,https://uploads7.wikiart.org/images/fyodor-vasilyev/rye.jpg,https://www.wikiart.org/en/fyodor-vasilyev/rye,https://www.wikiart.org/en/fyodor-vasilyev,"[1850, 1900)"
57727759edc2cb3880d461ff,Romanticism,Vasily Tropinin,Portrait of Alexander Pushkin,1827,https://uploads5.wikiart.org/images/vasily-tropinin/not_detected_241177.jpg,https://www.wikiart.org/en/vasily-tropinin/not_detected_241177,https://www.wikiart.org/en/vasily-tropinin,"[1800, 1850)"
57727696edc2cb3880d1f359,Early Renaissance,Filippo Lippi,Annunciation,1443,https://uploads5.wikiart.org/images/filippo-lippi/annunciation.jpg,https://www.wikiart.org/en/filippo-lippi/annunciation,https://www.wikiart.org/en/filippo-lippi,
577285e4edc2cb388002632f,Pop Art,Allen Jones,Table,1969,https://uploads1.wikiart.org/images/allen-jones/table-1969.jpg,https://www.wikiart.org/en/allen-jones/table-1969,https://www.wikiart.org/en/allen-jones,"[1950, 2000)"
57726ecdedc2cb3880b8857f,Post-Impressionism,Paul Gauguin,The Seed of the Areoi,1892,https://uploads0.wikiart.org/images/paul-gauguin/the-seed-of-the-areoi-1892.jpg,https://www.wikiart.org/en/paul-gauguin/the-seed-of-the-areoi-1892,https://www.wikiart.org/en/paul-gauguin,"[1850, 1900)"
5772845fedc2cb3880fdc0e9,Post-Impressionism,Santiago Rusinol,Terraced Garden in Mallorca,1911,https://uploads1.wikiart.org/images/santiago-rusinol/terraced-garden-in-mallorca-1911.jpg,https://www.wikiart.org/en/santiago-rusinol/terraced-garden-in-mallorca-1911,https://www.wikiart.org/en/santiago-rusinol,"[1900, 1950)"
57727043edc2cb3880bd8d6a,Realism,Camille Corot,Souvenir of Mortefontaine,1864,https://uploads5.wikiart.org/images/camille-corot/souvenir-of-mortefontaine-1864.jpg,https://www.wikiart.org/en/camille-corot/souvenir-of-mortefontaine-1864,https://www.wikiart.org/en/camille-corot,"[1850, 1900)"
57728736edc2cb388006b3a6,Abstract Expressionism,William Turnbull,Head,1953,https://uploads5.wikiart.org/images/william-turnbull/head-1953.jpg,https://www.wikiart.org/en/william-turnbull/head-1953,https://www.wikiart.org/en/william-turnbull,"[1950, 2000)"
577278cfedc2cb3880d93a9e,High Renaissance,Vittore Carpaccio,The Virgin Reading,1510,https://uploads2.wikiart.org/images/vittore-carpaccio/the-virgin-reading-1510.jpg,https://www.wikiart.org/en/vittore-carpaccio/the-virgin-reading-1510,https://www.wikiart.org/en/vittore-carpaccio,
57728a18edc2cb38800fd615,Romanticism,Charles Turner,Cyril Jackson,1811,https://uploads3.wikiart.org/images/charles-turner/cyril-jackson-1811.jpg,https://www.wikiart.org/en/charles-turner/cyril-jackson-1811,https://www.wikiart.org/en/charles-turner,"[1800, 1850)"
57728261edc2cb3880f7748f,Rococo,Canaletto,Perspective with a Portico,1765,https://uploads2.wikiart.org/images/canaletto/perspective-with-a-portico-1765.jpg,https://www.wikiart.org/en/canaletto/perspective-with-a-portico-1765,https://www.wikiart.org/en/canaletto,
57728736edc2cb388006b406,Abstract Expressionism,William Turnbull,Horse,1954,https://uploads6.wikiart.org/images/william-turnbull/horse-1954.jpg,https://www.wikiart.org/en/william-turnbull/horse-1954,https://www.wikiart.org/en/william-turnbull,"[1950, 2000)"
577279ceedc2cb3880dc81af,Expressionism,Franz Marc,Blue Fox,1911,https://uploads3.wikiart.org/images/franz-marc/blue-fox-1911.jpg,https://www.wikiart.org/en/franz-marc/blue-fox-1911,https://www.wikiart.org/en/franz-marc,"[1900, 1950)"
57727802edc2cb3880d64fcf,Surrealism,Balthus,Children,1937,https://uploads0.wikiart.org/images/balthus/children-1937.jpg,https://www.wikiart.org/en/balthus/children-1937,https://www.wikiart.org/en/balthus,"[1900, 1950)"
57727564edc2cb3880ce16c4,Realism,Vasily Perov,Last Journey,1865,https://uploads0.wikiart.org/images/vasily-perov/last-journey-1865.jpg,https://www.wikiart.org/en/vasily-perov/last-journey-1865,https://www.wikiart.org/en/vasily-perov,"[1850, 1900)"
57726e43edc2cb3880b694c1,Northern Renaissance,Pieter Bruegel the Elder,Parable of the Blind,1568,https://uploads2.wikiart.org/images/pieter-bruegel-the-elder/parable-of-the-blind-1568.jpg,https://www.wikiart.org/en/pieter-bruegel-the-elder/parable-of-the-blind-1568,https://www.wikiart.org/en/pieter-bruegel-the-elder,
57727f92edc2cb3880ee392c,Post-Impressionism,Stefan Luchian,Hair Washing,1912,https://uploads2.wikiart.org/images/stefan-luchian/hair-washing-1912.jpg,https://www.wikiart.org/en/stefan-luchian/hair-washing-1912,https://www.wikiart.org/en/stefan-luchian,"[1900, 1950)"
57728415edc2cb3880fca475,Baroque,Artemisia Gentileschi,Portrait of a Condottiero,1622,https://uploads4.wikiart.org/images/artemisia-gentileschi/portrait-of-a-condottiero-1622.jpg,https://www.wikiart.org/en/artemisia-gentileschi/portrait-of-a-condottiero-1622,https://www.wikiart.org/en/artemisia-gentileschi,
577286aaedc2cb388004e49a,Romanticism,Horace Vernet,The Emperor Napoleon I,1815,https://uploads2.wikiart.org/images/horace-vernet/the-emperor-napoleon-i-1815.jpg,https://www.wikiart.org/en/horace-vernet/the-emperor-napoleon-i-1815,https://www.wikiart.org/en/horace-vernet,"[1800, 1850)"
577287ceedc2cb3880082ecd,Neo-Expressionism,Henry Villierme,A Quiet Moment,1995,https://uploads5.wikiart.org/images/henry-villierme/a-quiet-moment-1995.jpg,https://www.wikiart.org/en/henry-villierme/a-quiet-moment-1995,https://www.wikiart.org/en/henry-villierme,"[1950, 2000)"
57727ca6edc2cb3880e542d2,Baroque,Esaias van de Velde,Ice on the moat entertainment,1618,https://uploads6.wikiart.org/images/esaias-van-de-velde/ice-on-the-moat-entertainment-1618.jpg,https://www.wikiart.org/en/esaias-van-de-velde/ice-on-the-moat-entertainment-1618,https://www.wikiart.org/en/esaias-van-de-velde,
577280e0edc2cb3880f28f46,Pop Art,Patrick Caulfield,Still Life with Dagger,1963,https://uploads6.wikiart.org/images/patrick-caulfield/still-life-with-dagger-1963.jpg,https://www.wikiart.org/en/patrick-caulfield/still-life-with-dagger-1963,https://www.wikiart.org/en/patrick-caulfield,"[1950, 2000)"
577277bbedc2cb3880d58903,Surrealism,Jean Arp,Human Concretion,1933,https://uploads4.wikiart.org/images/jean-arp/human-concretion.jpg,https://www.wikiart.org/en/jean-arp/human-concretion,https://www.wikiart.org/en/jean-arp,"[1900, 1950)"
57728045edc2cb3880f09f7f,Abstract Expressionism,Henri Matisse,The Beasts of the Sea,1950,https://uploads1.wikiart.org/images/henri-matisse/the-beasts-of-the-sea-1950.jpg,https://www.wikiart.org/en/henri-matisse/the-beasts-of-the-sea-1950,https://www.wikiart.org/en/henri-matisse,"[1950, 2000)"
57727bd5edc2cb3880e2c5b4,Color Field Painting,Barnett Newman,Midnight Blue,1970,https://uploads7.wikiart.org/images/barnett-newman/not-detected-265181(1).jpg,https://www.wikiart.org/en/barnett-newman/not-detected-265181,https://www.wikiart.org/en/barnett-newman,"[1950, 2000)"
57728415edc2cb3880fca3b5,Baroque,Artemisia Gentileschi,An Allegory of Peace and the Arts under the English Crown,1638,https://uploads0.wikiart.org/images/artemisia-gentileschi/an-allegory-of-peace-and-the-arts-under-the-english-crown-1638.jpg,https://www.wikiart.org/en/artemisia-gentileschi/an-allegory-of-peace-and-the-arts-under-the-english-crown-1638,https://www.wikiart.org/en/artemisia-gentileschi,
57728143edc2cb3880f3d1b1,Neoclassicism,John William Godward,Under the Blossom that Hangs on the Bough,1917,https://uploads1.wikiart.org/images/john-william-godward/under-the-blossom-that-hangs-on-the-bough-1917.jpg,https://www.wikiart.org/en/john-william-godward/under-the-blossom-that-hangs-on-the-bough-1917,https://www.wikiart.org/en/john-william-godward,"[1900, 1950)"
577288f1edc2cb38800bff1f,Minimalism,Nasreen Mohamedi,Untitled,1969,https://uploads0.wikiart.org/images/nasreen-mohamedi/untitled-1969.jpg,https://www.wikiart.org/en/nasreen-mohamedi/untitled-1969,https://www.wikiart.org/en/nasreen-mohamedi,"[1950, 2000)"
593467a4edc2c9b408c15286,Expressionism,Stanisław Wyspiański,Portret Pagaczewskiego,1904,https://uploads1.wikiart.org/00135/images/stanislaw-wyspianski/wyspia-ski-portret-pagaczewskiego-1904.jpg,https://www.wikiart.org/en/stanislaw-wyspianski/wyspianski-portret-pagaczewskiego-1904,https://www.wikiart.org/en/stanislaw-wyspianski,"[1900, 1950)"
57728703edc2cb3880061039,Lyrical Abstraction,Kazuo Shiraga,Sacred Flame,1975,https://uploads1.wikiart.org/images/kazuo-shiraga/sacred-flame-1975.jpg,https://www.wikiart.org/en/kazuo-shiraga/sacred-flame-1975,https://www.wikiart.org/en/kazuo-shiraga,"[1950, 2000)"
5772837dedc2cb3880fabbc2,Impressionism,Marianne North,Red Sea,1880,https://uploads6.wikiart.org/images/marianne-north/red-sea-1880.jpg,https://www.wikiart.org/en/marianne-north/red-sea-1880,https://www.wikiart.org/en/marianne-north,"[1850, 1900)"
5772848dedc2cb3880fe5c7f,Baroque,Paul Bril,View of a Port,1607,https://uploads8.wikiart.org/images/paul-bril/view-of-a-port-1607.jpg,https://www.wikiart.org/en/paul-bril/view-of-a-port-1607,https://www.wikiart.org/en/paul-bril,
57727ee7edc2cb3880ec4f8e,Neoclassicism,Giacomo Quarenghi,View of the New Jerusalem Monastery near Moscow,1797,https://uploads4.wikiart.org/images/giacomo-quarenghi/view-of-the-new-jerusalem-monastery-near-moscow-1797.jpg,https://www.wikiart.org/en/giacomo-quarenghi/view-of-the-new-jerusalem-monastery-near-moscow-1797,https://www.wikiart.org/en/giacomo-quarenghi,
57728194edc2cb3880f4f5bd,Art Informel,Alberto Burri,Combustione,1957,https://uploads0.wikiart.org/images/alberto-burri/combustione-1957.jpg,https://www.wikiart.org/en/alberto-burri/combustione-1957,https://www.wikiart.org/en/alberto-burri,"[1950, 2000)"
577287f5edc2cb388008c4d9,Lyrical Abstraction,Marcelle Loubchansky,Sans titre,1960,https://uploads6.wikiart.org/images/marcelle-loubchansky/sans-titre-1960.jpg,https://www.wikiart.org/en/marcelle-loubchansky/sans-titre-1960,https://www.wikiart.org/en/marcelle-loubchansky,"[1950, 2000)"
57727dd8edc2cb3880e90c81,Baroque,Adriaen van de Venne,Fishing for Souls,1614,https://uploads8.wikiart.org/images/adriaen-van-de-venne/fishing-for-souls.jpg,https://www.wikiart.org/en/adriaen-van-de-venne/fishing-for-souls,https://www.wikiart.org/en/adriaen-van-de-venne,
58d32aededc2c998786cbeb5,Magic Realism,Nina Tokhtaman Valetova,Infinity,2007,https://uploads3.wikiart.org/00124/images/nina-tokhtaman-valetova/infinity-72x65-5-cmxcm-2007-3.jpg,https://www.wikiart.org/en/nina-tokhtaman-valetova/infinity-2007,https://www.wikiart.org/en/nina-tokhtaman-valetova,"[2000, 2050)"
5772797dedc2cb3880db565a,Realism,Nikolai Ge,Peter the Great Interrogating the Tsarevich Alexei Petrovich at Peterhof,1871,https://uploads8.wikiart.org/images/nikolai-ge/peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof.jpg,https://www.wikiart.org/en/nikolai-ge/peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof,https://www.wikiart.org/en/nikolai-ge,"[1850, 1900)"
57728742edc2cb388006c728,Art Informel,Antonio Areal,Untitled,1962,https://uploads6.wikiart.org/images/antonio-areal/untitled-1962.jpg,https://www.wikiart.org/en/antonio-areal/untitled-1962,https://www.wikiart.org/en/antonio-areal,"[1950, 2000)"
57727f7cedc2cb3880ee145f,Minimalism,Frank Stella,The Marriage of Reason and Squalor,1959,https://uploads4.wikiart.org/images/frank-stella/the-marriage-of-reason-and-squalor-1959.jpg,https://www.wikiart.org/en/frank-stella/the-marriage-of-reason-and-squalor-1959,https://www.wikiart.org/en/frank-stella,"[1950, 2000)"
57727f4bedc2cb3880ed8b25,Minimalism,Agnes Martin,Night Sea,1963,https://uploads6.wikiart.org/images/agnes-martin/night-sea-1963.jpg,https://www.wikiart.org/en/agnes-martin/night-sea-1963,https://www.wikiart.org/en/agnes-martin,"[1950, 2000)"
58aae502edc2c923e4650705,Baroque,Agostino Tassi,Naufragio Della Flotta Di Enea,1627,https://uploads0.wikiart.org/00120/images/agostino-tassi/naufragio-della-flotta-di-enea-1627.jpg,https://www.wikiart.org/en/agostino-tassi/naufragio-della-flotta-di-enea-1627,https://www.wikiart.org/en/agostino-tassi,
577289a7edc2cb38800e760c,Rococo,Charles Willson Peale,Benjamin and Eleanor Ridgley Laming,1788,https://uploads5.wikiart.org/images/charles-willson-peale/benjamin-and-eleanor-ridgley-laming-1788.jpg,https://www.wikiart.org/en/charles-willson-peale/benjamin-and-eleanor-ridgley-laming-1788,https://www.wikiart.org/en/charles-willson-peale,
577287acedc2cb388007f855,Pop Art,Samuel Buri,Untitled,1969,https://uploads4.wikiart.org/images/samuel-buri/untitled-1969.jpg,https://www.wikiart.org/en/samuel-buri/untitled-1969,https://www.wikiart.org/en/samuel-buri,"[1950, 2000)"
57728437edc2cb3880fd2cbf,Art Informel,Helmut Sturm,Untitled,1964,https://uploads5.wikiart.org/images/helmut-sturm/untitled-1964.jpg,https://www.wikiart.org/en/helmut-sturm/untitled-1964,https://www.wikiart.org/en/helmut-sturm,"[1950, 2000)"
577280cbedc2cb3880f26e45,Magic Realism,Stefan Caltia,Wing Seller,2006,https://uploads0.wikiart.org/images/stefan-caltia/wing-seller-2006.jpg,https://www.wikiart.org/en/stefan-caltia/wing-seller-2006,https://www.wikiart.org/en/stefan-caltia,"[2000, 2050)"
577284a1edc2cb3880fe7865,Lyrical Abstraction,Ray Parker,Spring,1984,https://uploads1.wikiart.org/images/ray-parker/spring-1984.jpg,https://www.wikiart.org/en/ray-parker/spring-1984,https://www.wikiart.org/en/ray-parker,"[1950, 2000)"
5772779bedc2cb3880d4fdef,Early Renaissance,Andrea del Verrocchio,Madonna and Child,1470,https://uploads0.wikiart.org/images/andrea-del-verrocchio/madonna-and-child.jpg,https://www.wikiart.org/en/andrea-del-verrocchio/madonna-and-child,https://www.wikiart.org/en/andrea-del-verrocchio,
577286e4edc2cb3880058c40,Cubism,Wyndham Lewis,The Crowd,1915,https://uploads7.wikiart.org/images/wyndham-lewis/the-crowd-1915.jpg,https://www.wikiart.org/en/wyndham-lewis/the-crowd-1915,https://www.wikiart.org/en/wyndham-lewis,"[1900, 1950)"
577278deedc2cb3880d94eb0,Baroque,Jacob Jordaens,Portrait of a Young Married Couple,1620,https://uploads6.wikiart.org/images/jacob-jordaens/portrait-of-a-young-married-couple-1620.jpg,https://www.wikiart.org/en/jacob-jordaens/portrait-of-a-young-married-couple-1620,https://www.wikiart.org/en/jacob-jordaens,
5772831aedc2cb3880f9eb2d,Pop Art,Arman,Madison Avenue,1962,https://uploads4.wikiart.org/images/arman/madison-avenue-1962.jpg,https://www.wikiart.org/en/arman/madison-avenue-1962,https://www.wikiart.org/en/arman,"[1950, 2000)"
5772883dedc2cb388009e2ed,Surrealism,Dora Maar,Candelabra,1935,https://uploads4.wikiart.org/images/dora-maar/candelabra-1935.jpg,https://www.wikiart.org/en/dora-maar/candelabra-1935,https://www.wikiart.org/en/dora-maar,"[1900, 1950)"
577284d3edc2cb3880ff1834,Art Informel,Lennart Rodhe,I vattnet,1962,https://uploads7.wikiart.org/images/lennart-rodhe/i-vattnet-1962.jpg,https://www.wikiart.org/en/lennart-rodhe/i-vattnet-1962,https://www.wikiart.org/en/lennart-rodhe,"[1950, 2000)"
57728562edc2cb388000f4ca,Neoclassicism,Antonio Canova,Paolina Borghese as Venus Victrix,1808,https://uploads5.wikiart.org/images/antonio-canova/paolina-borghese-as-venus-victrix-1808.jpg,https://www.wikiart.org/en/antonio-canova/paolina-borghese-as-venus-victrix-1808,https://www.wikiart.org/en/antonio-canova,"[1800, 1850)"
57727e24edc2cb3880e9d0f3,Neoclassicism,Fyodor Alekseyev,North side of Red Square,1802,https://uploads7.wikiart.org/images/fyodor-alekseyev/north-side-of-red-square-1802.jpg,https://www.wikiart.org/en/fyodor-alekseyev/north-side-of-red-square-1802,https://www.wikiart.org/en/fyodor-alekseyev,"[1800, 1850)"
57727e13edc2cb3880e9b45b,Magic Realism,Eyvind Earle,My Soul,2000,https://uploads4.wikiart.org/images/eyvind-earle/my-soul-2000.jpg,https://www.wikiart.org/en/eyvind-earle/my-soul-2000,https://www.wikiart.org/en/eyvind-earle,"[2000, 2050)"
577280f7edc2cb3880f306e9,Expressionism,Laszlo Mednyanszky,Head of a Tramp,1896,https://uploads0.wikiart.org/images/laszlo-mednyanszky/head-of-a-tramp-1896.jpg,https://www.wikiart.org/en/laszlo-mednyanszky/head-of-a-tramp-1896,https://www.wikiart.org/en/laszlo-mednyanszky,"[1850, 1900)"
577285c0edc2cb3880022f5b,Pop Art,Aldo Mondino,Caduta di stella,1968,https://uploads4.wikiart.org/images/aldo-mondino/caduta-di-stella-1968.jpg,https://www.wikiart.org/en/aldo-mondino/caduta-di-stella-1968,https://www.wikiart.org/en/aldo-mondino,"[1950, 2000)"
577284b1edc2cb3880fe913d,Pop Art,Gianfranco Baruchello,Micron salon doloricida,1962,https://uploads2.wikiart.org/images/gianfranco-baruchello/micron-salon-doloricida-1962.jpg,https://www.wikiart.org/en/gianfranco-baruchello/micron-salon-doloricida-1962,https://www.wikiart.org/en/gianfranco-baruchello,"[1950, 2000)"
57727d9eedc2cb3880e85dd9,Cubism,Roger de La Fresnaye,Man with a Red Kerchief,1922,https://uploads1.wikiart.org/images/roger-de-la-fresnaye/man-with-a-red-kerchief-1922.jpg,https://www.wikiart.org/en/roger-de-la-fresnaye/man-with-a-red-kerchief-1922,https://www.wikiart.org/en/roger-de-la-fresnaye,"[1900, 1950)"
5772857bedc2cb3880011b60,Post-Impressionism,Augustus John,Dorelia in a Landscape,1910,https://uploads2.wikiart.org/images/augustus-john/dorelia-in-a-landscape-1910.jpg,https://www.wikiart.org/en/augustus-john/dorelia-in-a-landscape-1910,https://www.wikiart.org/en/augustus-john,"[1900, 1950)"
577288a6edc2cb38800b2f89,Impressionism,Tom Roberts,A Summer Morning Tiff,1886,https://uploads8.wikiart.org/images/tom-roberts/a-summer-morning-tiff-1886.jpg,https://www.wikiart.org/en/tom-roberts/a-summer-morning-tiff-1886,https://www.wikiart.org/en/tom-roberts,"[1850, 1900)"
577283cdedc2cb3880fbddf4,Color Field Painting,Edward Corbett,Untitled,1969,https://uploads7.wikiart.org/images/edward-corbett/untitled-1969.jpg,https://www.wikiart.org/en/edward-corbett/untitled-1969,https://www.wikiart.org/en/edward-corbett,"[1950, 2000)"
